22.0000000,8.4852814,8.4852814,2.3702363
21.0028513,8.3706824,8.6047198,2.1288341
20.0084911,8.2526888,8.7363457,1.8747606
19.0155847,8.1329543,8.8768701,1.6106366
18.0230339,8.0130431,9.0227666,1.3341385
16.3702803,7.0563417,10.9448554,-0.9584433
14.3476980,28.7184580,11.7324302,23.1171819
14.9876891,27.8393525,10.8515381,22.6437081
16.1776137,17.4010980,10.2365225,22.2447015
29.0453977,9.9912241,9.4959250,9.2696972
27.3173676,9.8592988,9.1748493,8.3640717
25.7770864,9.7874518,8.8987403,7.7689582
24.3638680,9.7202796,8.6664663,7.2662744
23.0468106,9.6474416,8.4758040,6.7946293
21.8052269,9.5678236,8.3242922,6.3551966
20.6229196,9.4804512,8.2100537,5.9206163
19.4876988,9.3867330,8.1307932,5.5062629
18.3893397,9.2866290,8.0847374,5.0863640
17.3199197,9.1819077,8.0693168,4.6753830
16.2726901,9.0731887,25.5816363,-16.2323926
16.5459660,7.9006215,14.5238634,-2.5831776
16.0209526,7.4608499,15.2873085,-7.6070913
22.0000000,5.6568542,11.3137085,-0.8922367
21.0004042,5.6864470,11.2554375,-0.9473288
20.0014167,5.7257966,11.1872882,-1.0137664
19.0031032,5.7759947,11.1083841,-1.0996256
18.0055678,5.8385936,11.0173441,-1.1995732
17.0089311,5.9152456,10.9130900,-1.3152066
16.0133368,21.8247202,10.7944689,21.4618292
13.2841112,29.8608722,13.3164380,22.4633301
13.1553965,28.2094911,11.8559512,23.9542701
13.3968058,26.9863492,10.7323543,23.1764634
14.0046015,26.1922809,9.9087140,22.4817999
15.1302423,21.6374178,9.3303415,22.7352364
28.7378758,13.0493224,8.9844852,21.2015913
26.1532329,10.2611606,8.8419908,9.4830046
24.6193598,9.9586697,8.6214908,8.1157908
23.2517346,9.7884919,8.4368412,7.2910178
21.9855319,9.6591445,8.2895962,6.6719094
20.7904078,9.5430086,8.1790282,6.1321603
19.6483976,9.4312773,8.1032156,5.6539217
18.5464642,9.3189681,8.0606223,5.1920804
17.4752735,9.2054517,8.0487683,4.7490711
16.4273265,9.0902459,25.7895440,-16.1654627
16.3001217,7.9648566,14.8718595,-3.6679749
15.9500753,7.5285339,15.3913425,-7.6752983
22.0000000,4.9497475,12.0208153,-0.3420733
21.0000594,4.9596274,11.9969640,-0.3571373
20.0002047,4.9728315,11.9694107,-0.3745621
19.0004396,4.9895811,11.9379066,-0.3945152
18.0007688,5.0101280,11.9021799,-0.4171811
17.0011979,5.0347573,11.8619352,-0.4427625
16.0017330,5.0637920,11.8168518,-1.2168077
15.0037730,20.7897189,11.7175227,22.6274738
12.4320874,28.7886238,12.0799321,24.1120504
12.4041835,27.2501361,10.7456434,23.1861040
12.6438530,26.1990260,9.7456797,22.2160384
13.2136512,25.5172228,9.0017277,21.2206321
14.2330925,23.1990641,8.4658807,21.4965920
27.5033219,15.1473652,8.1310821,21.3888539
25.0715232,11.8545685,8.0009605,15.0555970
23.3768028,10.6488375,7.9298510,10.1696344
22.0339951,10.1554090,7.8633706,8.2334647
20.8268702,9.8439924,7.8267841,7.0268001
19.6961039,9.6080499,7.8226286,6.1270371
18.6138883,9.4097912,7.8497685,5.3903685
17.5640296,9.2323587,7.9059148,4.7418959
16.5360350,9.0679669,24.7475243,-16.2528639
15.6458907,7.9377528,16.0413842,-8.1705071
16.0316023,7.5450157,15.2747700,-7.1545873
22.0000000,4.2426407,12.7279221,-0.0453463
21.0000010,4.2437604,12.7245656,-0.0459057
20.0000035,4.2452681,12.7207975,-0.0465337
19.0000072,4.2471705,12.7166086,-0.0472319
18.0000122,4.2494747,12.7119889,-0.0480019
17.0000184,4.2521888,12.7069278,-0.3552073
16.0001166,4.2629510,12.6789103,-1.2185939
15.0010836,20.9940556,12.5857929,22.6319848
12.2912412,28.4238227,12.1284666,24.1444796
12.2142147,26.8372454,10.7488078,23.1883914
12.3892554,25.7426556,9.7121672,22.1622958
12.8660389,25.0157851,8.9350383,21.1471778
13.7463846,24.5756815,8.3660348,20.9490559
27.3076310,16.7699536,7.9872033,23.2035958
24.7118043,12.4786456,7.8485681,17.6928395
22.9072784,10.8294509,7.8168510,10.8041464
21.5587956,10.2554633,7.7684770,8.5655922
20.3565007,9.9041872,7.7487541,7.2125603
19.2330234,9.6435622,7.7611182,6.2282183
18.1580874,9.4278205,7.8046822,5.4319815
17.1146797,9.2371801,26.1003700,-15.6029591
17.1215458,7.9465902,13.8002988,0.6034279
16.0066729,7.4735185,15.3073886,-7.6223515
22.0000000,9.1923882,7.7781746,4.5131570
21.0103293,8.9604444,7.9905095,3.7637864
20.0287804,8.7448951,8.2200586,3.1175338
19.0500198,8.5408221,8.4618026,2.5618710
18.0708872,8.3449880,8.7113962,2.1869339
16.5239796,7.3036883,10.9533702,0.3865802
14.7137241,28.7945726,11.7401375,22.8476881
15.4687209,27.9968144,10.9152422,21.8969211
16.7635190,13.7640685,10.3434287,22.8910435
29.1352013,9.5226031,9.6228328,7.7949338
27.5145980,9.6847321,9.2767885,7.8494673
25.9919580,9.7149401,8.9831663,7.5991049
24.5720591,9.6901568,8.7366898,7.2264778
23.2428315,9.6391234,8.5332900,6.8196678
21.9885917,9.5720219,8.3700552,6.4125981
20.7948805,9.4927220,8.2448118,5.9987454
19.6499044,9.4044506,8.1552457,5.5925867
18.5435529,9.3085353,8.0994048,5.1814849
17.4676836,9.2069128,8.0748755,4.7746237
16.4153928,9.1006286,26.0297187,-16.1247607
16.4263847,7.9731714,14.6796346,-2.8822636
15.9411850,7.5290247,15.4043993,-7.7224966
22.0000000,9.8994949,7.0710678,6.9493930
21.0244525,9.5231656,7.3744874,5.5851336
20.0660376,9.1981517,7.7088725,4.4941937
19.1120329,8.9044076,8.0663450,3.6076076
18.1557979,8.6305524,8.4397143,2.8858168
16.7312294,7.5217349,11.0675617,1.6018438
14.8121085,29.9314316,12.8219930,22.7778771
15.2662792,28.8325039,11.7814922,22.1968263
16.1636383,27.8787717,11.0278184,21.1880256
17.6396753,10.4000216,10.5127548,12.1880855
29.4876568,9.7932113,9.6649151,8.7659444
27.7563571,9.8034744,9.3160942,8.3362108
26.1803623,9.7752529,9.0179121,7.8619653
24.7314238,9.7282404,8.7658791,7.3985501
23.3836550,9.6675291,8.5568193,6.9527000
22.1163279,9.5953893,8.3882136,6.5177141
20.9131649,9.5137774,8.2577714,6.0900406
19.7611000,9.4243019,8.1633120,5.6729548
18.6494134,9.3278978,8.1028384,5.2584421
17.5694690,9.2258800,8.0741056,4.8462231
16.5141329,9.1193969,26.3043909,-16.0534294
16.3385459,8.0223818,14.8081620,-3.1656809
15.8928262,7.5760246,15.4824386,-7.7983617
22.0000000,10.6066017,6.3639610,9.6567092
21.0470968,10.0598451,6.7520651,7.5500648
20.1244378,9.6181544,7.1946336,5.8988631
19.2068625,9.2367397,7.6770950,4.6229488
18.2829414,8.8903794,8.1882760,3.6490497
17.3486049,8.5642876,8.7203471,2.9950039
15.8902837,6.7591162,15.1312996,-9.3232544
14.3692746,29.5609263,11.8732135,23.1008401
14.9711895,28.6348670,10.9656357,22.6568765
16.1067466,18.5007076,10.3276764,22.1020986
18.0523121,10.6404468,9.9280412,11.7759846
28.3272179,9.8694613,9.2272789,8.4684296
26.7460769,9.7965521,8.9433396,7.8546363
25.3015469,9.7307397,8.7036466,7.3435648
23.9598231,9.6597375,8.5059374,6.8694451
22.6985924,9.5817592,8.3477733,6.4293747
21.5006242,9.4957076,8.2272777,5.9939248
20.3530383,9.4030900,8.1421413,5.5776374
19.2450331,9.3039735,8.0905559,5.1572645
18.1682002,9.2000531,8.0700135,4.7448231
17.1154015,9.0920227,27.0434099,-16.1584855
15.5563506,8.2930341,16.5184113,-8.2678305
15.8398808,7.8673235,15.6347769,-6.9975567
16.0658203,7.4707910,15.2261534,-7.3236651
22.0000000,11.3137085,5.6568542,12.4416491
21.0779080,10.5811438,6.1115348,9.5573014
20.2032606,10.0226510,6.6554379,7.4095553
19.3358277,9.5548538,7.2722490,5.6712054
18.4552464,9.1406174,7.9387987,4.4183401
17.5569010,8.7546193,8.6447695,3.5866193
16.4112489,7.5927588,12.7532738,2.2094999
15.5696400,29.3667219,11.8358472,21.7526660
16.5235671,18.4330231,11.1118589,21.0958296
18.1191706,9.0751579,10.6235862,7.5940945
28.4791520,9.8256719,9.3643200,8.4787486
26.8647356,9.7897314,9.0592468,7.9632247
25.3876507,9.7410923,8.8005827,7.4819281
24.0182195,9.6806218,8.5852063,7.0324441
22.7336843,9.6087593,8.4107407,6.5888586
21.5170486,9.5279497,8.2746878,6.1590451
20.3543382,9.4391945,8.1749632,5.7375363
19.2343599,9.3436280,8.1094778,5.3239681
18.1479644,9.2421742,8.0761436,4.9098940
15.6646838,8.2873985,16.2312738,-7.2705805
15.8021157,7.8530130,15.6992841,-7.3002880
16.0819194,7.4606930,15.2045674,-7.2890259
22.0000000,12.0208153,4.9497475,15.3919817
21.1186841,11.0836664,5.4536375,11.5214625
20.3039545,10.4135310,6.0864514,8.9061793
19.4994523,9.8662622,6.8385812,6.8077850
18.6759427,9.3877682,7.6822993,5.2085665
